Date of Race,Time,Track,Horse,Distance,Place,Industry SP,Betfair SP,Predicted_Win_Probability,Race_ID,Odds_To_Use,Predicted_Rank,Expected_Value,Kelly_Fraction,Field_Size,Reject_Reason,Winrate_Threshold,Bet_Recommended,Recommended_Stake,Stake_Unscaled,Top_3_Pick_Rank
2025-07-12,17:40:00,SALISBURY,Little Miss Magic,6f, ,3.0,,0.25781433148982524,2025-07-12_17:40:00,3.0,1.0,-0.22655700553052427,-0.11327850276526213,2,ev_low|kelly_low|,0,False,0.0,-113.27850276526213,1
2025-07-12,18:45:00,SALISBURY,Swiss Lightning,7f, ,3.0,,0.2961441355874974,2025-07-12_18:45:00,3.0,1.0,-0.11156759323750776,-0.05578379661875388,2,ev_low|kelly_low|,0,False,0.0,-55.783796618753875,1
2025-07-12,18:45:00,SALISBURY,Silent Storm,7f, ,3.5,,0.27613797434300635,2025-07-12_18:45:00,3.5,2.0,-0.03351708979947776,-0.013406835919791105,2,ev_low|kelly_low|,0,False,0.0,-13.406835919791105,2
2025-07-12,19:20:00,SALISBURY,Soul Dance,1m2f, ,2.5,,0.3519077249499883,2025-07-12_19:20:00,2.5,1.0,-0.12023068762502931,-0.08015379175001953,2,ev_low|kelly_low|,0,False,0.0,-80.15379175001954,1
2025-07-12,19:50:00,SALISBURY,Loving Look,1m4f, ,2.5,,0.296930658558689,2025-07-12_19:50:00,2.5,2.0,-0.2576733536032775,-0.17178223573551832,2,ev_low|kelly_low|,0,False,0.0,-171.78223573551833,2
2025-07-12,20:20:00,SALISBURY,Grand Harbour,1m4f, ,2.2,,0.3586126282547604,2025-07-12_20:20:00,2.2,1.0,-0.21105221783952705,-0.17587684819960583,2,ev_low|kelly_low|,0,False,0.0,-175.87684819960583,1
2025-07-12,20:20:00,SALISBURY,Shabu Shabu,1m4f, ,3.0,,0.31825385930097794,2025-07-12_20:20:00,3.0,2.0,-0.04523842209706619,-0.022619211048533094,2,ev_low|kelly_low|,0,False,0.0,-22.619211048533096,2
