Date of Race,Time,Track,Horse,Distance,Place,Industry SP,Betfair SP,Predicted_Win_Probability,Race_ID,Predicted_Rank,Top_3_Flag,Odds_To_Use,Expected_Value,Field_Size,Kelly_Fraction,Reject_Reason,Winrate_Threshold,Bet_Placed,Stake,Actual_Result,Bet_Return,Bankroll_After_Race,Max_Bankroll,Drawdown,R_Multiple
2023-01-01,13:50:00,CATTERICK,Git Maker,3m1f,1.0,1.62,1.78,0.4117454385492869,2023-01-01_13:50:00,1.0,True,1.62,-0.3329723895501552,4,-0.5370522412099276,kelly_low|ev_low|,0,False,0.0,1,0.0,9851.030021056506,9851.030021056506,0.0,0.0
2023-01-01,13:50:00,CATTERICK,Bardenstown Lad,3m1f,3.0,3.0,3.49,0.30035212862211963,2023-01-01_13:50:00,2.0,True,3.0,-0.09894361413364117,4,-0.04947180706682058,kelly_low|ev_low|,0,False,0.0,0,0.0,9851.030021056506,9851.030021056506,0.0,0.0
2023-01-01,13:50:00,CATTERICK,Tupelo Mississippi,3m1f,2.0,9.0,9.88,0.24352887017199532,2023-01-01_13:50:00,3.0,True,9.0,1.1917598315479578,4,0.14896997894349473,,0,True,148.96997894349474,0,-148.96997894349474,9851.030021056506,9851.030021056506,0.0,-1.0
2023-01-01,14:25:00,CATTERICK,Matchless,1m7½f,1.0,2.38,2.5,0.2723202960602949,2023-01-01_14:25:00,2.0,True,2.38,-0.3518776953764982,6,-0.25498383722934653,kelly_low|ev_low|,0,False,0.0,1,0.0,9812.04554018908,9851.030021056506,38.9844808674261,0.0
2023-01-01,14:25:00,CATTERICK,Whitehaven,1m7½f,3.0,3.0,3.15,0.3123117164817657,2023-01-01_14:25:00,1.0,True,3.0,-0.0630648505547029,6,-0.03153242527735145,kelly_low|ev_low|,0,False,0.0,0,0.0,9812.04554018908,9851.030021056506,38.9844808674261,0.0
2023-01-01,14:25:00,CATTERICK,Legendary Day,1m7½f,2.0,4.33,5.4,0.26138140174668073,2023-01-01_14:25:00,3.0,True,4.33,0.13178146956312753,6,0.03957401488382208,,0,True,38.98448086742683,0,-38.98448086742683,9812.04554018908,9851.030021056506,38.9844808674261,-1.0
2023-01-12,12:30:00,CATTERICK,Broomfield Present,3m1½f,2.0,1.83,2.02,0.3926418180597118,2023-01-12_12:30:00,1.0,True,1.83,-0.2814654729507274,5,-0.3391150276514787,kelly_low|ev_low|,0,False,0.0,0,0.0,9715.851222944,9851.030021056506,135.17879811250532,0.0
2023-01-12,12:30:00,CATTERICK,Captain Westie,3m1½f,1.0,3.0,3.0,0.2961017431969459,2023-01-12_12:30:00,2.0,True,3.0,-0.11169477040916231,5,-0.05584738520458116,kelly_low|ev_low|,0,False,0.0,1,0.0,9715.851222944,9851.030021056506,135.17879811250532,0.0
2023-01-12,12:30:00,CATTERICK,No But I Will,3m1½f,3.0,6.5,8.37,0.23680050947126835,2023-01-12_12:30:00,3.0,True,6.5,0.5392033115632444,5,0.09803696573877171,,0,True,96.19431724507847,0,-96.19431724507847,9715.851222944,9851.030021056506,135.17879811250532,-1.0
2023-01-12,14:15:00,CATTERICK,Copshill Lad,2m3½f,4.0,2.25,2.52,0.3009357664098092,2023-01-12_14:15:00,2.0,True,2.25,-0.3228945255779294,6,-0.2583156204623435,kelly_low|ev_low|,0,False,0.0,0,0.0,9671.229713188985,9851.030021056506,179.80030786752104,0.0
